total_consumption;date;hour
68.932;26.10.2022;Kokku
1.879;27.10.2022;1
1.822;27.10.2022;2
1.84;27.10.2022;3
1.76;27.10.2022;4
2.02;27.10.2022;5
2.624;27.10.2022;6
2.264;27.10.2022;7
3.949;27.10.2022;8
2.501;27.10.2022;9
1.569;27.10.2022;10
1.937;27.10.2022;11
3.454;27.10.2022;12
2.242;27.10.2022;13
1.604;27.10.2022;14
2.447;27.10.2022;15
2.098;27.10.2022;16
3.558;27.10.2022;17
5.851;27.10.2022;18
2.888;27.10.2022;19
2.906;27.10.2022;20
3.384;27.10.2022;21
3.198;27.10.2022;22
2.177;27.10.2022;23
1.654;27.10.2022;24
61.626;27.10.2022;Kokku
1.502;28.10.2022;1
1.519;28.10.2022;2
1.485;28.10.2022;3
1.851;28.10.2022;4
1.536;28.10.2022;5
2.486;28.10.2022;6
1.922;28.10.2022;7
2.629;28.10.2022;8
3.183;28.10.2022;9
2.332;28.10.2022;10
1.949;28.10.2022;11
1.508;28.10.2022;12
2.957;28.10.2022;13
3.774;28.10.2022;14
3.403;28.10.2022;15
4.543;28.10.2022;16
4.085;28.10.2022;17
2.234;28.10.2022;18
2.683;28.10.2022;19
2.538;28.10.2022;20
2.744;28.10.2022;21
4.558;28.10.2022;22
3.537;28.10.2022;23
1.428;28.10.2022;24
62.386;28.10.2022;Kokku
1.417;29.10.2022;1
1.488;29.10.2022;2
1.361;29.10.2022;3
1.607;29.10.2022;4
1.452;29.10.2022;5
1.636;29.10.2022;6
1.365;29.10.2022;7
1.928;29.10.2022;8
3.413;29.10.2022;9
6.204;29.10.2022;10
5.369;29.10.2022;11
3.399;29.10.2022;12
4.028;29.10.2022;13
5.109;29.10.2022;14
2.501;29.10.2022;15
3.584;29.10.2022;16
4.154;29.10.2022;17
3.022;29.10.2022;18
3.187;29.10.2022;19
3.744;29.10.2022;20
3.646;29.10.2022;21
4.217;29.10.2022;22
2.695;29.10.2022;23
2.395;29.10.2022;24
72.921;29.10.2022;Kokku
1.861;30.10.2022;1
1.849;30.10.2022;2
1.875;30.10.2022;3
3.097;30.10.2022;4
1.497;30.10.2022;5
1.385;30.10.2022;6
1.766;30.10.2022;7
3.867;30.10.2022;8
4.408;30.10.2022;9
4.287;30.10.2022;10
6.258;30.10.2022;11
3.629;30.10.2022;12
3.432;30.10.2022;13
2.529;30.10.2022;14
2.364;30.10.2022;15
2.525;30.10.2022;16
2.807;30.10.2022;17
3.416;30.10.2022;18
5.489;30.10.2022;19
4.138;30.10.2022;20
3.553;30.10.2022;21
3.267;30.10.2022;22
2.466;30.10.2022;23
1.378;30.10.2022;24
73.143;30.10.2022;Kokku
1.383;31.10.2022;1
1.823;31.10.2022;2
1.422;31.10.2022;3
1.704;31.10.2022;4
1.566;31.10.2022;5
2.02;31.10.2022;6
2.255;31.10.2022;7
2.18;31.10.2022;8
2.751;31.10.2022;9
2.715;31.10.2022;10
3.049;31.10.2022;11
3.004;31.10.2022;12
3.917;31.10.2022;13
3.258;31.10.2022;14
3.915;31.10.2022;15
3.075;31.10.2022;16
2.838;31.10.2022;17
4.071;31.10.2022;18
5.43;31.10.2022;19
4.913;31.10.2022;20
4.895;31.10.2022;21
4.414;31.10.2022;22
3.156;31.10.2022;23
1.69;31.10.2022;24
71.444;31.10.2022;Kokku
1.85;1.11.2022;1
1.747;1.11.2022;2
1.729;1.11.2022;3
1.949;1.11.2022;4
2.651;1.11.2022;5
2.953;1.11.2022;6
2.207;1.11.2022;7
2.681;1.11.2022;8
2.53;1.11.2022;9
2.393;1.11.2022;10
2.878;1.11.2022;11
2.168;1.11.2022;12
2.37;1.11.2022;13
3.341;1.11.2022;14
5.465;1.11.2022;15
2.394;1.11.2022;16
2.201;1.11.2022;17
2.503;1.11.2022;18
3.711;1.11.2022;19
4.539;1.11.2022;20
6.397;1.11.2022;21
2.673;1.11.2022;22
1.9;1.11.2022;23
1.64;1.11.2022;24
66.87;1.11.2022;Kokku
1.62;2.11.2022;1
1.478;2.11.2022;2
1.277;2.11.2022;3
1.528;2.11.2022;4
1.583;2.11.2022;5
2.193;2.11.2022;6
2.6;2.11.2022;7
3.561;2.11.2022;8
3.597;2.11.2022;9
2.35;2.11.2022;10
2.302;2.11.2022;11
2.931;2.11.2022;12
2.655;2.11.2022;13
2.46;2.11.2022;14
1.719;2.11.2022;15
4.497;2.11.2022;16
2.934;2.11.2022;17
4.004;2.11.2022;18
5.162;2.11.2022;19
4.671;2.11.2022;20
5.669;2.11.2022;21
3.093;2.11.2022;22
2.035;2.11.2022;23
1.37;2.11.2022;24
67.289;2.11.2022;Kokku
1.513;3.11.2022;1
1.448;3.11.2022;2
1.266;3.11.2022;3
1.576;3.11.2022;4
1.799;3.11.2022;5
2.807;3.11.2022;6
2.199;3.11.2022;7
2.663;3.11.2022;8
2.242;3.11.2022;9
1.801;3.11.2022;10
2.272;3.11.2022;11
3.489;3.11.2022;12
1.638;3.11.2022;13
1.563;3.11.2022;14
1.65;3.11.2022;15
1.831;3.11.2022;16
2.374;3.11.2022;17
3.021;3.11.2022;18
3.324;3.11.2022;19
4.637;3.11.2022;20
3.046;3.11.2022;21
2.901;3.11.2022;22
1.964;3.11.2022;23
1.493;3.11.2022;24
54.517;3.11.2022;Kokku
1.497;4.11.2022;1
1.367;4.11.2022;2
1.292;4.11.2022;3
1.596;4.11.2022;4
2.331;4.11.2022;5
2.194;4.11.2022;6
4.423;4.11.2022;7
2.486;4.11.2022;8
2.087;4.11.2022;9
3.216;4.11.2022;10
2.491;4.11.2022;11
2.111;4.11.2022;12
2.189;4.11.2022;13
2.774;4.11.2022;14
1.911;4.11.2022;15
1.767;4.11.2022;16
2.31;4.11.2022;17
3.823;4.11.2022;18
4.383;4.11.2022;19
6.035;4.11.2022;20
4.681;4.11.2022;21
2.792;4.11.2022;22
2.074;4.11.2022;23
2.077;4.11.2022;24
63.907;4.11.2022;Kokku
1.781;5.11.2022;1
2.007;5.11.2022;2
1.569;5.11.2022;3
1.668;5.11.2022;4
2.139;5.11.2022;5
1.752;5.11.2022;6
1.992;5.11.2022;7
1.893;5.11.2022;8
2.507;5.11.2022;9
3.387;5.11.2022;10
4.211;5.11.2022;11
4.271;5.11.2022;12
2.982;5.11.2022;13
4.542;5.11.2022;14
3.666;5.11.2022;15
2.314;5.11.2022;16
2.506;5.11.2022;17
3.266;5.11.2022;18
6.219;5.11.2022;19
4.475;5.11.2022;20
2.094;5.11.2022;21
2.389;5.11.2022;22
1.989;5.11.2022;23
2.477;5.11.2022;24
68.096;5.11.2022;Kokku
1.737;6.11.2022;1
1.523;6.11.2022;2
1.523;6.11.2022;3
1.429;6.11.2022;4
1.44;6.11.2022;5
1.702;6.11.2022;6
1.945;6.11.2022;7
3.817;6.11.2022;8
2.766;6.11.2022;9
3.513;6.11.2022;10
5.695;6.11.2022;11
5.304;6.11.2022;12
4.292;6.11.2022;13
4.179;6.11.2022;14
3.238;6.11.2022;15
3.615;6.11.2022;16
6.214;6.11.2022;17
3.685;6.11.2022;18
4.682;6.11.2022;19
5.935;6.11.2022;20
6.514;6.11.2022;21
3.294;6.11.2022;22
4.5;6.11.2022;23
1.56;6.11.2022;24
84.102;6.11.2022;Kokku
1.456;7.11.2022;1
1.454;7.11.2022;2
1.573;7.11.2022;3
1.652;7.11.2022;4
1.839;7.11.2022;5
2.359;7.11.2022;6
3.356;7.11.2022;7
2.482;7.11.2022;8
2.251;7.11.2022;9
2.045;7.11.2022;10
2.202;7.11.2022;11
1.797;7.11.2022;12
2.897;7.11.2022;13
2.413;7.11.2022;14
1.772;7.11.2022;15
2.554;7.11.2022;16
3.385;7.11.2022;17
3.47;7.11.2022;18
4.752;7.11.2022;19
5.602;7.11.2022;20
5.479;7.11.2022;21
2.252;7.11.2022;22
1.877;7.11.2022;23
1.659;7.11.2022;24
62.578;7.11.2022;Kokku
2.143;8.11.2022;1
1.807;8.11.2022;2
1.548;8.11.2022;3
1.666;8.11.2022;4
2.227;8.11.2022;5
2.202;8.11.2022;6
2.543;8.11.2022;7
4.112;8.11.2022;8
4.779;8.11.2022;9
1.63;8.11.2022;10
2.045;8.11.2022;11
2.926;8.11.2022;12
2.133;8.11.2022;13
3.022;8.11.2022;14
2.374;8.11.2022;15
1.785;8.11.2022;16
5.092;8.11.2022;17
3.076;8.11.2022;18
3.898;8.11.2022;19
4.786;8.11.2022;20
5.764;8.11.2022;21
4.68;8.11.2022;22
1.849;8.11.2022;23
1.59;8.11.2022;24
69.677;8.11.2022;Kokku
1.778;9.11.2022;1
1.691;9.11.2022;2
1.504;9.11.2022;3
2.135;9.11.2022;4
2.096;9.11.2022;5
3.518;9.11.2022;6
3.047;9.11.2022;7
2.881;9.11.2022;8
2.753;9.11.2022;9
1.709;9.11.2022;10
1.65;9.11.2022;11
2.63;9.11.2022;12
3.4;9.11.2022;13
2.483;9.11.2022;14
1.957;9.11.2022;15
2.217;9.11.2022;16
2.911;9.11.2022;17
3.239;9.11.2022;18
4.359;9.11.2022;19
2.95;9.11.2022;20
5.555;9.11.2022;21
3.002;9.11.2022;22
1.61;9.11.2022;23
1.379;9.11.2022;24
62.454;9.11.2022;Kokku
2.045;10.11.2022;1
1.46;10.11.2022;2
1.626;10.11.2022;3
1.808;10.11.2022;4
1.983;10.11.2022;5
2.155;10.11.2022;6
2.841;10.11.2022;7
4.976;10.11.2022;8
2.843;10.11.2022;9
1.57;10.11.2022;10
2.226;10.11.2022;11
2.211;10.11.2022;12
2.268;10.11.2022;13
1.638;10.11.2022;14
2.669;10.11.2022;15
3.753;10.11.2022;16
2.359;10.11.2022;17
3.023;10.11.2022;18
6.386;10.11.2022;19
4.564;10.11.2022;20
3.428;10.11.2022;21
5.654;10.11.2022;22
2.552;10.11.2022;23
1.714;10.11.2022;24
67.752;10.11.2022;Kokku
1.868;11.11.2022;1
1.618;11.11.2022;2
1.264;11.11.2022;3
1.687;11.11.2022;4
1.707;11.11.2022;5
2.7;11.11.2022;6
2.361;11.11.2022;7
1.927;11.11.2022;8
2.215;11.11.2022;9
3.095;11.11.2022;10
2.192;11.11.2022;11
2.232;11.11.2022;12
1.926;11.11.2022;13
2.367;11.11.2022;14
2.778;11.11.2022;15
5.235;11.11.2022;16
6.066;11.11.2022;17
3.758;11.11.2022;18
5.194;11.11.2022;19
4.209;11.11.2022;20
4.554;11.11.2022;21
3.267;11.11.2022;22
2.17;11.11.2022;23
2.236;11.11.2022;24
68.626;11.11.2022;Kokku
2.058;12.11.2022;1
1.965;12.11.2022;2
1.734;12.11.2022;3
2.044;12.11.2022;4
2.159;12.11.2022;5
1.998;12.11.2022;6
2.444;12.11.2022;7
2.942;12.11.2022;8
3.6;12.11.2022;9
3.622;12.11.2022;10
5.297;12.11.2022;11
4.856;12.11.2022;12
4.793;12.11.2022;13
3.787;12.11.2022;14
3.386;12.11.2022;15
2.881;12.11.2022;16
3.665;12.11.2022;17
5.446;12.11.2022;18
4.408;12.11.2022;19
4.608;12.11.2022;20
5.055;12.11.2022;21
4.862;12.11.2022;22
2.271;12.11.2022;23
2.09;12.11.2022;24
81.971;12.11.2022;Kokku
2.143;13.11.2022;1
1.899;13.11.2022;2
1.786;13.11.2022;3
1.699;13.11.2022;4
1.818;13.11.2022;5
2.155;13.11.2022;6
2.081;13.11.2022;7
3.446;13.11.2022;8
4.878;13.11.2022;9
6.543;13.11.2022;10
4.262;13.11.2022;11
3.201;13.11.2022;12
5.972;13.11.2022;13
5.36;13.11.2022;14
3.851;13.11.2022;15
5.592;13.11.2022;16
4.587;13.11.2022;17
5.034;13.11.2022;18
4.51;13.11.2022;19
3.64;13.11.2022;20
4.404;13.11.2022;21
4.684;13.11.2022;22
2.529;13.11.2022;23
2.085;13.11.2022;24
88.159;13.11.2022;Kokku
1.675;14.11.2022;1
2.087;14.11.2022;2
2.016;14.11.2022;3
2.252;14.11.2022;4
1.901;14.11.2022;5
2.683;14.11.2022;6
2.847;14.11.2022;7
2.439;14.11.2022;8
2.842;14.11.2022;9
2.074;14.11.2022;10
2.594;14.11.2022;11
2.826;14.11.2022;12
4.319;14.11.2022;13
3.575;14.11.2022;14
3.504;14.11.2022;15
3.057;14.11.2022;16
3.394;14.11.2022;17
4.56;14.11.2022;18
4.623;14.11.2022;19
5.212;14.11.2022;20
5.353;14.11.2022;21
4.909;14.11.2022;22
2.378;14.11.2022;23
1.713;14.11.2022;24
74.833;14.11.2022;Kokku
2.23;15.11.2022;1
2.049;15.11.2022;2
1.687;15.11.2022;3
2.088;15.11.2022;4
3.379;15.11.2022;5
2.664;15.11.2022;6
5.394;15.11.2022;7
2.578;15.11.2022;8
2.475;15.11.2022;9
2.113;15.11.2022;10
2.247;15.11.2022;11
2.411;15.11.2022;12
2.991;15.11.2022;13
2.719;15.11.2022;14
2.296;15.11.2022;15
2.808;15.11.2022;16
4.581;15.11.2022;17
3.862;15.11.2022;18
5.53;15.11.2022;19
6.04;15.11.2022;20
4.887;15.11.2022;21
4.253;15.11.2022;22
2.109;15.11.2022;23
1.56;15.11.2022;24
74.951;15.11.2022;Kokku
1.916;16.11.2022;1
2.37;16.11.2022;2
1.631;16.11.2022;3
1.815;16.11.2022;4
2.112;16.11.2022;5
2.125;16.11.2022;6
3.675;16.11.2022;7
2.363;16.11.2022;8
2.475;16.11.2022;9
1.761;16.11.2022;10
1.744;16.11.2022;11
2.276;16.11.2022;12
4.036;16.11.2022;13
2.683;16.11.2022;14
2.407;16.11.2022;15
3.423;16.11.2022;16
5.145;16.11.2022;17
5.824;16.11.2022;18
3.931;16.11.2022;19
3.877;16.11.2022;20
3.285;16.11.2022;21
3.24;16.11.2022;22
2.953;16.11.2022;23
2.321;16.11.2022;24
69.388;16.11.2022;Kokku
1.912;17.11.2022;1
1.796;17.11.2022;2
1.903;17.11.2022;3
1.931;17.11.2022;4
2.486;17.11.2022;5
2.988;17.11.2022;6
3.568;17.11.2022;7
2.381;17.11.2022;8
2.155;17.11.2022;9
1.629;17.11.2022;10
1.903;17.11.2022;11
3.261;17.11.2022;12
2.266;17.11.2022;13
2.373;17.11.2022;14
2.429;17.11.2022;15
2.568;17.11.2022;16
2.636;17.11.2022;17
4.052;17.11.2022;18
6.271;17.11.2022;19
3.778;17.11.2022;20
3.567;17.11.2022;21
2.891;17.11.2022;22
3.16;17.11.2022;23
1.709;17.11.2022;24
65.613;17.11.2022;Kokku
2.335;18.11.2022;1
1.915;18.11.2022;2
1.915;18.11.2022;3
2.059;18.11.2022;4
2.032;18.11.2022;5
2.673;18.11.2022;6
3.547;18.11.2022;7
2.229;18.11.2022;8
2.133;18.11.2022;9
2.292;18.11.2022;10
2.595;18.11.2022;11
2.657;18.11.2022;12
2.328;18.11.2022;13
2.828;18.11.2022;14
1.926;18.11.2022;15
2.819;18.11.2022;16
4.615;18.11.2022;17
5.964;18.11.2022;18
3.509;18.11.2022;19
4.131;18.11.2022;20
4.21;18.11.2022;21
3.193;18.11.2022;22
3.477;18.11.2022;23
2.399;18.11.2022;24
69.781;18.11.2022;Kokku
2.017;19.11.2022;1
1.821;19.11.2022;2
1.782;19.11.2022;3
1.923;19.11.2022;4
2.199;19.11.2022;5
1.878;19.11.2022;6
3.051;19.11.2022;7
2.573;19.11.2022;8
4.931;19.11.2022;9
5.399;19.11.2022;10
3.144;19.11.2022;11
3.871;19.11.2022;12
6.108;19.11.2022;13
6.858;19.11.2022;14
4.25;19.11.2022;15
4.862;19.11.2022;16
4.899;19.11.2022;17
3.275;19.11.2022;18
4.482;19.11.2022;19
3.932;19.11.2022;20
4.845;19.11.2022;21
4.815;19.11.2022;22
2.673;19.11.2022;23
2.384;19.11.2022;24
87.972;19.11.2022;Kokku
2.047;20.11.2022;1
2.051;20.11.2022;2
1.673;20.11.2022;3
1.945;20.11.2022;4
1.72;20.11.2022;5
2.189;20.11.2022;6
2.178;20.11.2022;7
2.702;20.11.2022;8
3.747;20.11.2022;9
3.229;20.11.2022;10
3.582;20.11.2022;11
5.291;20.11.2022;12
4.526;20.11.2022;13
5.464;20.11.2022;14
3.81;20.11.2022;15
5.014;20.11.2022;16
4.721;20.11.2022;17
4.075;20.11.2022;18
5.589;20.11.2022;19
5.807;20.11.2022;20
7.297;20.11.2022;21
6.545;20.11.2022;22
2.753;20.11.2022;23
2.169;20.11.2022;24
90.124;20.11.2022;Kokku
1.915;21.11.2022;1
1.801;21.11.2022;2
1.915;21.11.2022;3
2.259;21.11.2022;4
2.295;21.11.2022;5
2.388;21.11.2022;6
3.705;21.11.2022;7
3.415;21.11.2022;8
2.66;21.11.2022;9
2.746;21.11.2022;10
2.942;21.11.2022;11
2.918;21.11.2022;12
2.827;21.11.2022;13
4.653;21.11.2022;14
2.772;21.11.2022;15
2.564;21.11.2022;16
4.628;21.11.2022;17
5.071;21.11.2022;18
6.563;21.11.2022;19
6.07;21.11.2022;20
5.309;21.11.2022;21
3.919;21.11.2022;22
2.133;21.11.2022;23
2.085;21.11.2022;24
79.553;21.11.2022;Kokku
2.674;22.11.2022;1
2.246;22.11.2022;2
1.849;22.11.2022;3
2.02;22.11.2022;4
2.142;22.11.2022;5
3.19;22.11.2022;6
4.958;22.11.2022;7
3.173;22.11.2022;8
2.386;22.11.2022;9
2.002;22.11.2022;10
1.939;22.11.2022;11
3.576;22.11.2022;12
3.737;22.11.2022;13
2.772;22.11.2022;14
4.013;22.11.2022;15
2.419;22.11.2022;16
3.146;22.11.2022;17
3.448;22.11.2022;18
5.091;22.11.2022;19
6.257;22.11.2022;20
5.343;22.11.2022;21
4.808;22.11.2022;22
3.238;22.11.2022;23
2.339;22.11.2022;24
78.766;22.11.2022;Kokku
2.972;23.11.2022;1
2.616;23.11.2022;2
2.148;23.11.2022;3
1.633;23.11.2022;4
2.283;23.11.2022;5
2.877;23.11.2022;6
4.159;23.11.2022;7
4.602;23.11.2022;8
3.67;23.11.2022;9
3.861;23.11.2022;10
2.078;23.11.2022;11
1.772;23.11.2022;12
2.184;23.11.2022;13
2.489;23.11.2022;14
3.147;23.11.2022;15
4.227;23.11.2022;16
4.107;23.11.2022;17
5.248;23.11.2022;18
6.184;23.11.2022;19
6.124;23.11.2022;20
3.977;23.11.2022;21
3.258;23.11.2022;22
2.515;23.11.2022;23
1.809;23.11.2022;24
79.94;23.11.2022;Kokku
2.124;24.11.2022;1
2.387;24.11.2022;2
1.709;24.11.2022;3
2.126;24.11.2022;4
1.857;24.11.2022;5
2.479;24.11.2022;6
4.777;24.11.2022;7
4.814;24.11.2022;8
2.894;24.11.2022;9
2.261;24.11.2022;10
1.982;24.11.2022;11
4.907;24.11.2022;12
4.4;24.11.2022;13
3.799;24.11.2022;14
3.526;24.11.2022;15
3.784;24.11.2022;16
3.704;24.11.2022;17
3.68;24.11.2022;18
5.569;24.11.2022;19
4.723;24.11.2022;20
3.849;24.11.2022;21
4.754;24.11.2022;22
2.085;24.11.2022;23
1.976;24.11.2022;24
80.166;24.11.2022;Kokku
2.212;25.11.2022;1
2.358;25.11.2022;2
2.184;25.11.2022;3
2.106;25.11.2022;4
2.271;25.11.2022;5
2.613;25.11.2022;6
2.645;25.11.2022;7
2.956;25.11.2022;8
2.585;25.11.2022;9
3.342;25.11.2022;10
2.872;25.11.2022;11
3.748;25.11.2022;12
2.869;25.11.2022;13
2.213;25.11.2022;14
2.86;25.11.2022;15
3.758;25.11.2022;16
4.517;25.11.2022;17
4.736;25.11.2022;18
6.386;25.11.2022;19
3.285;25.11.2022;20
3.087;25.11.2022;21
3.535;25.11.2022;22
3.403;25.11.2022;23
2.904;25.11.2022;24
75.445;25.11.2022;Kokku
2.661;26.11.2022;1
2.333;26.11.2022;2
2.231;26.11.2022;3
3.657;26.11.2022;4
1.97;26.11.2022;5
1.996;26.11.2022;6
3.62;26.11.2022;7
3.034;26.11.2022;8
4.607;26.11.2022;9
4.038;26.11.2022;10
4.254;26.11.2022;11
4.362;26.11.2022;12
4.861;26.11.2022;13
4.731;26.11.2022;14
3.385;26.11.2022;15
4.579;26.11.2022;16
6.681;26.11.2022;17
4.803;26.11.2022;18
4.483;26.11.2022;19
6.691;26.11.2022;20
4.645;26.11.2022;21
3.429;26.11.2022;22
2.828;26.11.2022;23
2.269;26.11.2022;24
92.148;26.11.2022;Kokku
2.309;27.11.2022;1
2.252;27.11.2022;2
2.204;27.11.2022;3
2.167;27.11.2022;4
2.261;27.11.2022;5
2.581;27.11.2022;6
2.909;27.11.2022;7
3.29;27.11.2022;8
4.877;27.11.2022;9
4.621;27.11.2022;10
4.946;27.11.2022;11
5.664;27.11.2022;12
4.983;27.11.2022;13
3.857;27.11.2022;14
3.407;27.11.2022;15
3.487;27.11.2022;16
4.586;27.11.2022;17
6.743;27.11.2022;18
7.27;27.11.2022;19
6.782;27.11.2022;20
5.926;27.11.2022;21
5.198;27.11.2022;22
2.599;27.11.2022;23
2.249;27.11.2022;24
97.168;27.11.2022;Kokku
2.021;28.11.2022;1
2.136;28.11.2022;2
1.901;28.11.2022;3
2.054;28.11.2022;4
2.062;28.11.2022;5
2.797;28.11.2022;6
3.417;28.11.2022;7
2.981;28.11.2022;8
2.907;28.11.2022;9
2.313;28.11.2022;10
2.201;28.11.2022;11
2.586;28.11.2022;12
2.816;28.11.2022;13
2.745;28.11.2022;14
2.694;28.11.2022;15
3.978;28.11.2022;16
4.552;28.11.2022;17
4.201;28.11.2022;18
6.745;28.11.2022;19
6.527;28.11.2022;20
5.372;28.11.2022;21
3.73;28.11.2022;22
2.31;28.11.2022;23
2.09;28.11.2022;24
77.136;28.11.2022;Kokku
2.01;29.11.2022;1
1.948;29.11.2022;2
1.86;29.11.2022;3
2.236;29.11.2022;4
3;29.11.2022;5
3.909;29.11.2022;6
2.918;29.11.2022;7
2.25;29.11.2022;8
2.434;29.11.2022;9
2.204;29.11.2022;10
4.055;29.11.2022;11
4.788;29.11.2022;12
2.863;29.11.2022;13
2.887;29.11.2022;14
3.01;29.11.2022;15
5.146;29.11.2022;16
3.714;29.11.2022;17
4.059;29.11.2022;18
5.373;29.11.2022;19
4.249;29.11.2022;20
4.771;29.11.2022;21
4.238;29.11.2022;22
3.552;29.11.2022;23
2.295;29.11.2022;24
79.769;29.11.2022;Kokku
2.254;30.11.2022;1
2.853;30.11.2022;2
2.115;30.11.2022;3
2.685;30.11.2022;4
2.285;30.11.2022;5
2.706;30.11.2022;6
2.662;30.11.2022;7
4.009;30.11.2022;8
3.424;30.11.2022;9
2.495;30.11.2022;10
3.175;30.11.2022;11
4.589;30.11.2022;12
5.831;30.11.2022;13
5.127;30.11.2022;14
3.276;30.11.2022;15
3.536;30.11.2022;16
3.947;30.11.2022;17
4.452;30.11.2022;18
5.245;30.11.2022;19
4.964;30.11.2022;20
6.171;30.11.2022;21
2.56;30.11.2022;22
2.036;30.11.2022;23
1.717;30.11.2022;24
84.114;30.11.2022;Kokku
2.202;1.12.2022;1
2.35;1.12.2022;2
1.802;1.12.2022;3
2.097;1.12.2022;4
2.283;1.12.2022;5
2.829;1.12.2022;6
2.809;1.12.2022;7
3.175;1.12.2022;8
2.776;1.12.2022;9
2.062;1.12.2022;10
4.523;1.12.2022;11
4.85;1.12.2022;12
5.158;1.12.2022;13
4.087;1.12.2022;14
4.493;1.12.2022;15
3.3;1.12.2022;16
4.735;1.12.2022;17
7.874;1.12.2022;18
6.258;1.12.2022;19
4.28;1.12.2022;20
4.861;1.12.2022;21
4.282;1.12.2022;22
3.486;1.12.2022;23
1.848;1.12.2022;24
88.42;1.12.2022;Kokku
2.295;2.12.2022;1
2.215;2.12.2022;2
2.052;2.12.2022;3
2.1;2.12.2022;4
2.094;2.12.2022;5
2.757;2.12.2022;6
3.831;2.12.2022;7
2.627;2.12.2022;8
3.513;2.12.2022;9
5.657;2.12.2022;10
5.031;2.12.2022;11
3.189;2.12.2022;12
2.554;2.12.2022;13
4.722;2.12.2022;14
4.395;2.12.2022;15
3.134;2.12.2022;16
3.072;2.12.2022;17
4.789;2.12.2022;18
2.948;2.12.2022;19
3.863;2.12.2022;20
4.424;2.12.2022;21
4.697;2.12.2022;22
2.73;2.12.2022;23
2.005;2.12.2022;24
80.694;2.12.2022;Kokku
2.293;3.12.2022;1
1.908;3.12.2022;2
2.077;3.12.2022;3
2.431;3.12.2022;4
2.282;3.12.2022;5
2.067;3.12.2022;6
3.079;3.12.2022;7
2.551;3.12.2022;8
4.438;3.12.2022;9
4.725;3.12.2022;10
5.002;3.12.2022;11
5.479;3.12.2022;12
5.001;3.12.2022;13
3.415;3.12.2022;14
4.212;3.12.2022;15
5.043;3.12.2022;16
4.902;3.12.2022;17
5.187;3.12.2022;18
6.281;3.12.2022;19
5.427;3.12.2022;20
3.738;3.12.2022;21
3.743;3.12.2022;22
2.481;3.12.2022;23
2.091;3.12.2022;24
89.853;3.12.2022;Kokku
2.008;4.12.2022;1
2.256;4.12.2022;2
2.074;4.12.2022;3
1.835;4.12.2022;4
1.927;4.12.2022;5
2.109;4.12.2022;6
3.445;4.12.2022;7
2.351;4.12.2022;8
3.041;4.12.2022;9
3.591;4.12.2022;10
5.224;4.12.2022;11
4.842;4.12.2022;12
4.538;4.12.2022;13
3.815;4.12.2022;14
6.563;4.12.2022;15
6.875;4.12.2022;16
3.913;4.12.2022;17
5.375;4.12.2022;18
7.432;4.12.2022;19
7.345;4.12.2022;20
7.343;4.12.2022;21
4.558;4.12.2022;22
2.684;4.12.2022;23
2.563;4.12.2022;24
97.707;4.12.2022;Kokku
2.609;5.12.2022;1
2.653;5.12.2022;2
2.519;5.12.2022;3
2.648;5.12.2022;4
2.373;5.12.2022;5
3.496;5.12.2022;6
3.493;5.12.2022;7
3.327;5.12.2022;8
2.471;5.12.2022;9
2.37;5.12.2022;10
2.172;5.12.2022;11
3.255;5.12.2022;12
2.932;5.12.2022;13
4.144;5.12.2022;14
4.986;5.12.2022;15
4.761;5.12.2022;16
7.666;5.12.2022;17
4.894;5.12.2022;18
5.095;5.12.2022;19
3.225;5.12.2022;20
4.083;5.12.2022;21
4.087;5.12.2022;22
2.649;5.12.2022;23
1.786;5.12.2022;24
83.694;5.12.2022;Kokku
2.561;6.12.2022;1
2.562;6.12.2022;2
2.321;6.12.2022;3
2.136;6.12.2022;4
2.242;6.12.2022;5
2.579;6.12.2022;6
5.322;6.12.2022;7
4.375;6.12.2022;8
3.99;6.12.2022;9
3.797;6.12.2022;10
2.513;6.12.2022;11
4.335;6.12.2022;12
3.805;6.12.2022;13
2.516;6.12.2022;14
2.668;6.12.2022;15
4.058;6.12.2022;16
3.966;6.12.2022;17
3.528;6.12.2022;18
2.976;6.12.2022;19
4.746;6.12.2022;20
4.62;6.12.2022;21
5.024;6.12.2022;22
2.779;6.12.2022;23
2.359;6.12.2022;24
81.778;6.12.2022;Kokku
2.32;7.12.2022;1
2.406;7.12.2022;2
2.12;7.12.2022;3
2.439;7.12.2022;4
2.12;7.12.2022;5
3.904;7.12.2022;6
4.778;7.12.2022;7
3.099;7.12.2022;8
3.181;7.12.2022;9
2.833;7.12.2022;10
2.251;7.12.2022;11
4.776;7.12.2022;12
3.707;7.12.2022;13
3.364;7.12.2022;14
3.104;7.12.2022;15
4.681;7.12.2022;16
6.166;7.12.2022;17
4.45;7.12.2022;18
4.215;7.12.2022;19
3.127;7.12.2022;20
4.266;7.12.2022;21
4.19;7.12.2022;22
2.532;7.12.2022;23
2.028;7.12.2022;24
82.057;7.12.2022;Kokku
2.374;8.12.2022;1
2.603;8.12.2022;2
2.204;8.12.2022;3
2.339;8.12.2022;4
2.276;8.12.2022;5
2.652;8.12.2022;6
5.232;8.12.2022;7
5.072;8.12.2022;8
4.146;8.12.2022;9
3.65;8.12.2022;10
3.083;8.12.2022;11
3.631;8.12.2022;12
4.404;8.12.2022;13
4.638;8.12.2022;14
5.28;8.12.2022;15
