total_consumption;date;hour
5.317;18.03.2024;8
4.628;18.03.2024;9
2.423;18.03.2024;10
1.863;18.03.2024;11
1.788;18.03.2024;12
1.965;18.03.2024;13
2.364;18.03.2024;14
3.432;18.03.2024;15
3.77;18.03.2024;16
4.492;18.03.2024;17
3.662;18.03.2024;18
4.293;18.03.2024;19
3.896;18.03.2024;20
4.296;18.03.2024;21
4.642;18.03.2024;22
3.475;18.03.2024;23
2.57;18.03.2024;24
73.875;18.03.2024;Kokku
1.717;19.03.2024;1
1.585;19.03.2024;2
1.487;19.03.2024;3
1.978;19.03.2024;4
2.036;19.03.2024;5
1.957;19.03.2024;6
2.759;19.03.2024;7
4.739;19.03.2024;8
3.268;19.03.2024;9
1.979;19.03.2024;10
1.641;19.03.2024;11
2.445;19.03.2024;12
2.465;19.03.2024;13
2.188;19.03.2024;14
1.99;19.03.2024;15
3.816;19.03.2024;16
4.677;19.03.2024;17
3.675;19.03.2024;18
5.075;19.03.2024;19
5.234;19.03.2024;20
2.707;19.03.2024;21
2.629;19.03.2024;22
1.692;19.03.2024;23
1.587;19.03.2024;24
65.326;19.03.2024;Kokku
1.388;20.03.2024;1
1.733;20.03.2024;2
1.741;20.03.2024;3
2.05;20.03.2024;4
1.607;20.03.2024;5
1.919;20.03.2024;6
2.03;20.03.2024;7
3.73;20.03.2024;8
4.71;20.03.2024;9
3.649;20.03.2024;10
1.822;20.03.2024;11
2.84;20.03.2024;12
2.6;20.03.2024;13
2.552;20.03.2024;14
2.475;20.03.2024;15
5.192;20.03.2024;16
3.556;20.03.2024;17
3.468;20.03.2024;18
2.202;20.03.2024;19
2.404;20.03.2024;20
3.703;20.03.2024;21
2.458;20.03.2024;22
1.638;20.03.2024;23
1.641;20.03.2024;24
63.108;20.03.2024;Kokku
1.578;21.03.2024;1
1.852;21.03.2024;2
1.694;21.03.2024;3
1.648;21.03.2024;4
3.152;21.03.2024;5
2.809;21.03.2024;6
3.69;21.03.2024;7
3.395;21.03.2024;8
2.255;21.03.2024;9
1.952;21.03.2024;10
1.81;21.03.2024;11
1.931;21.03.2024;12
1.996;21.03.2024;13
2.346;21.03.2024;14
2.098;21.03.2024;15
3.948;21.03.2024;16
4.1;21.03.2024;17
4.283;21.03.2024;18
4.127;21.03.2024;19
3.016;21.03.2024;20
3.352;21.03.2024;21
4.604;21.03.2024;22
2.882;21.03.2024;23
2.404;21.03.2024;24
66.922;21.03.2024;Kokku
1.995;22.03.2024;1
1.656;22.03.2024;2
1.735;22.03.2024;3
2.507;22.03.2024;4
2.02;22.03.2024;5
3.215;22.03.2024;6
2.561;22.03.2024;7
4.711;22.03.2024;8
3.457;22.03.2024;9
1.881;22.03.2024;10
2.716;22.03.2024;11
4.494;22.03.2024;12
2.163;22.03.2024;13
2.278;22.03.2024;14
2.579;22.03.2024;15
4.082;22.03.2024;16
3.489;22.03.2024;17
3.583;22.03.2024;18
4.064;22.03.2024;19
4.502;22.03.2024;20
4.435;22.03.2024;21
3.179;22.03.2024;22
3.068;22.03.2024;23
1.993;22.03.2024;24
72.363;22.03.2024;Kokku
1.877;23.03.2024;1
1.909;23.03.2024;2
2.254;23.03.2024;3
2.004;23.03.2024;4
2.822;23.03.2024;5
2.669;23.03.2024;6
2.436;23.03.2024;7
3.112;23.03.2024;8
3.797;23.03.2024;9
5.594;23.03.2024;10
7.523;23.03.2024;11
4.647;23.03.2024;12
4.093;23.03.2024;13
6.086;23.03.2024;14
5.024;23.03.2024;15
4.689;23.03.2024;16
3.63;23.03.2024;17
3.691;23.03.2024;18
4.243;23.03.2024;19
5.594;23.03.2024;20
3.075;23.03.2024;21
4.097;23.03.2024;22
2.764;23.03.2024;23
1.887;23.03.2024;24
89.517;23.03.2024;Kokku
1.553;24.03.2024;1
1.52;24.03.2024;2
1.469;24.03.2024;3
1.44;24.03.2024;4
1.433;24.03.2024;5
1.827;24.03.2024;6
2.056;24.03.2024;7
2.181;24.03.2024;8
4.346;24.03.2024;9
2.404;24.03.2024;10
3.116;24.03.2024;11
3.205;24.03.2024;12
3.949;24.03.2024;13
3.725;24.03.2024;14
7.35;24.03.2024;15
9.375;24.03.2024;16
6.799;24.03.2024;17
5.47;24.03.2024;18
9.291;24.03.2024;19
7.562;24.03.2024;20
6.075;24.03.2024;21
6.656;24.03.2024;22
6.72;24.03.2024;23
3.741;24.03.2024;24
103.263;24.03.2024;Kokku
2.3;25.03.2024;1
2.379;25.03.2024;2
2.207;25.03.2024;3
2.763;25.03.2024;4
2.429;25.03.2024;5
2.489;25.03.2024;6
5.319;25.03.2024;7
3.386;25.03.2024;8
3.57;25.03.2024;9
1.867;25.03.2024;10
2.656;25.03.2024;11
1.973;25.03.2024;12
1.886;25.03.2024;13
1.632;25.03.2024;14
1.818;25.03.2024;15
3.007;25.03.2024;16
2.784;25.03.2024;17
3.027;25.03.2024;18
2.488;25.03.2024;19
3.769;25.03.2024;20
3.674;25.03.2024;21
1.912;25.03.2024;22
1.558;25.03.2024;23
1.389;25.03.2024;24
62.282;25.03.2024;Kokku
1.36;26.03.2024;1
1.23;26.03.2024;2
1.272;26.03.2024;3
1.723;26.03.2024;4
1.168;26.03.2024;5
1.675;26.03.2024;6
3.874;26.03.2024;7
2.427;26.03.2024;8
2.594;26.03.2024;9
3.116;26.03.2024;10
3.073;26.03.2024;11
3.047;26.03.2024;12
1.82;26.03.2024;13
2.068;26.03.2024;14
3.275;26.03.2024;15
2.48;26.03.2024;16
3.111;26.03.2024;17
3.515;26.03.2024;18
3.54;26.03.2024;19
3.265;26.03.2024;20
3.91;26.03.2024;21
5.041;26.03.2024;22
3.899;26.03.2024;23
1.859;26.03.2024;24
64.342;26.03.2024;Kokku
1.703;27.03.2024;1
1.946;27.03.2024;2
1.66;27.03.2024;3
1.734;27.03.2024;4
2.071;27.03.2024;5
1.971;27.03.2024;6
5.08;27.03.2024;7
4.05;27.03.2024;8
3.088;27.03.2024;9
1.602;27.03.2024;10
1.872;27.03.2024;11
3.578;27.03.2024;12
5.05;27.03.2024;13
3.16;27.03.2024;14
1.79;27.03.2024;15
2.691;27.03.2024;16
3.201;27.03.2024;17
4.513;27.03.2024;18
2.904;27.03.2024;19
5.865;27.03.2024;20
3.253;27.03.2024;21
1.767;27.03.2024;22
2.168;27.03.2024;23
0.999;27.03.2024;24
67.716;27.03.2024;Kokku
1.197;28.03.2024;1
1.372;28.03.2024;2
1.109;28.03.2024;3
1.859;28.03.2024;4
1.193;28.03.2024;5
2.197;28.03.2024;6
5.207;28.03.2024;7
5.001;28.03.2024;8
2.264;28.03.2024;9
1.541;28.03.2024;10
1.566;28.03.2024;11
1.285;28.03.2024;12
1.738;28.03.2024;13
2.734;28.03.2024;14
2.422;28.03.2024;15
3.774;28.03.2024;16
3.117;28.03.2024;17
4.314;28.03.2024;18
4.408;28.03.2024;19
5.473;28.03.2024;20
5.022;28.03.2024;21
4.087;28.03.2024;22
3.037;28.03.2024;23
2.579;28.03.2024;24
68.496;28.03.2024;Kokku
3.048;29.03.2024;1
2.405;29.03.2024;2
2.634;29.03.2024;3
1.951;29.03.2024;4
2.541;29.03.2024;5
2.369;29.03.2024;6
4.555;29.03.2024;7
4.43;29.03.2024;8
5.534;29.03.2024;9
3.917;29.03.2024;10
4.981;29.03.2024;11
3.805;29.03.2024;12
3.805;29.03.2024;13
5.774;29.03.2024;14
4.738;29.03.2024;15
2.781;29.03.2024;16
2.759;29.03.2024;17
4.397;29.03.2024;18
3.928;29.03.2024;19
5.565;29.03.2024;20
2.441;29.03.2024;21
2.446;29.03.2024;22
2.091;29.03.2024;23
1.814;29.03.2024;24
84.709;29.03.2024;Kokku
1.628;30.03.2024;1
1.958;30.03.2024;2
2.392;30.03.2024;3
2.016;30.03.2024;4
2.512;30.03.2024;5
1.829;30.03.2024;6
2.385;30.03.2024;7
2.466;30.03.2024;8
3.593;30.03.2024;9
6.373;30.03.2024;10
4.736;30.03.2024;11
4.409;30.03.2024;12
4.507;30.03.2024;13
3.346;30.03.2024;14
6.21;30.03.2024;15
4.809;30.03.2024;16
5.761;30.03.2024;17
6.581;30.03.2024;18
5.173;30.03.2024;19
4.696;30.03.2024;20
4.206;30.03.2024;21
3.611;30.03.2024;22
2.698;30.03.2024;23
2.919;30.03.2024;24
90.814;30.03.2024;Kokku
2.072;31.03.2024;1
1.826;31.03.2024;2
1.813;31.03.2024;3
1.923;31.03.2024;5
1.731;31.03.2024;6
1.876;31.03.2024;7
3.261;31.03.2024;8
3.807;31.03.2024;9
4.62;31.03.2024;10
3.587;31.03.2024;11
5.009;31.03.2024;12
5.119;31.03.2024;13
4.861;31.03.2024;14
4.218;31.03.2024;15
3.593;31.03.2024;16
2.661;31.03.2024;17
4.301;31.03.2024;18
4.934;31.03.2024;19
6.883;31.03.2024;20
5.801;31.03.2024;21
4.561;31.03.2024;22
4.261;31.03.2024;23
3.405;31.03.2024;24
86.123;31.03.2024;Kokku
1.699;1.04.2024;1
1.662;1.04.2024;2
1.885;1.04.2024;3
2.154;1.04.2024;4
1.773;1.04.2024;5
1.944;1.04.2024;6
2.885;1.04.2024;7
3.955;1.04.2024;8
3.376;1.04.2024;9
3.113;1.04.2024;10
2.189;1.04.2024;11
1.694;1.04.2024;12
2.439;1.04.2024;13
1.581;1.04.2024;14
3.95;1.04.2024;15
3.193;1.04.2024;16
6.08;1.04.2024;17
4.245;1.04.2024;18
2.369;1.04.2024;19
3.347;1.04.2024;20
4.187;1.04.2024;21
2.42;1.04.2024;22
1.86;1.04.2024;23
1.394;1.04.2024;24
65.394;1.04.2024;Kokku
1.401;2.04.2024;1
1.387;2.04.2024;2
1.52;2.04.2024;3
1.903;2.04.2024;4
1.759;2.04.2024;5
2.291;2.04.2024;6
3.173;2.04.2024;7
4.212;2.04.2024;8
2.173;2.04.2024;9
1.425;2.04.2024;10
1.3;2.04.2024;11
1.922;2.04.2024;12
2.637;2.04.2024;13
3.542;2.04.2024;14
4.08;2.04.2024;15
4.213;2.04.2024;16
4.342;2.04.2024;17
4.273;2.04.2024;18
5.324;2.04.2024;19
4.351;2.04.2024;20
5.597;2.04.2024;21
2.95;2.04.2024;22
1.544;2.04.2024;23
1.76;2.04.2024;24
69.079;2.04.2024;Kokku
1.514;3.04.2024;1
1.469;3.04.2024;2
1.345;3.04.2024;3
1.556;3.04.2024;4
1.52;3.04.2024;5
1.729;3.04.2024;6
3.541;3.04.2024;7
3.521;3.04.2024;8
2.372;3.04.2024;9
1.589;3.04.2024;10
2.744;3.04.2024;11
2.411;3.04.2024;12
2.319;3.04.2024;13
3.537;3.04.2024;14
2.321;3.04.2024;15
2.914;3.04.2024;16
2.634;3.04.2024;17
2.443;3.04.2024;18
3.948;3.04.2024;19
3.807;3.04.2024;20
3.802;3.04.2024;21
3.412;3.04.2024;22
1.864;3.04.2024;23
1.728;3.04.2024;24
60.04;3.04.2024;Kokku
1.952;4.04.2024;1
1.64;4.04.2024;2
1.686;4.04.2024;3
2.624;4.04.2024;4
3.174;4.04.2024;5
2.204;4.04.2024;6
2.657;4.04.2024;7
3.535;4.04.2024;8
2.031;4.04.2024;9
3.482;4.04.2024;10
1.406;4.04.2024;11
1.316;4.04.2024;12
1.653;4.04.2024;13
3.021;4.04.2024;14
1.824;4.04.2024;15
2.508;4.04.2024;16
4.364;4.04.2024;17
3.848;4.04.2024;18
2.946;4.04.2024;19
4.082;4.04.2024;20
4.643;4.04.2024;21
3.144;4.04.2024;22
1.235;4.04.2024;23
1.288;4.04.2024;24
62.263;4.04.2024;Kokku
1.349;5.04.2024;1
1.208;5.04.2024;2
1.395;5.04.2024;3
1.547;5.04.2024;4
1.765;5.04.2024;5
1.581;5.04.2024;6
3.844;5.04.2024;7
4.195;5.04.2024;8
3.999;5.04.2024;9
3.244;5.04.2024;10
3.358;5.04.2024;11
2.768;5.04.2024;12
2.74;5.04.2024;13
2.602;5.04.2024;14
2.431;5.04.2024;15
2.83;5.04.2024;16
3.179;5.04.2024;17
2.698;5.04.2024;18
3.21;5.04.2024;19
4.283;5.04.2024;20
4.246;5.04.2024;21
3.553;5.04.2024;22
2.012;5.04.2024;23
1.969;5.04.2024;24
66.006;5.04.2024;Kokku
2.031;6.04.2024;1
2.028;6.04.2024;2
2.257;6.04.2024;3
2.594;6.04.2024;4
2.229;6.04.2024;5
2.092;6.04.2024;6
2.651;6.04.2024;7
3.635;6.04.2024;8
3.453;6.04.2024;9
4.397;6.04.2024;10
4.21;6.04.2024;11
2.821;6.04.2024;12
2.696;6.04.2024;13
5.139;6.04.2024;14
5.274;6.04.2024;15
3.593;6.04.2024;16
6.01;6.04.2024;17
4.691;6.04.2024;18
4.865;6.04.2024;19
5.595;6.04.2024;20
5.938;6.04.2024;21
4.882;6.04.2024;22
3.341;6.04.2024;23
2.477;6.04.2024;24
88.899;6.04.2024;Kokku
1.904;7.04.2024;1
1.791;7.04.2024;2
1.985;7.04.2024;3
1.742;7.04.2024;4
1.991;7.04.2024;5
1.727;7.04.2024;6
3.35;7.04.2024;7
3.936;7.04.2024;8
5.81;7.04.2024;9
6.635;7.04.2024;10
5.506;7.04.2024;11
3.63;7.04.2024;12
5.573;7.04.2024;13
4.632;7.04.2024;14
5.43;7.04.2024;15
7.465;7.04.2024;16
5.316;7.04.2024;17
4.576;7.04.2024;18
5.232;7.04.2024;19
4.501;7.04.2024;20
4.029;7.04.2024;21
5.282;7.04.2024;22
4.132;7.04.2024;23
1.436;7.04.2024;24
97.611;7.04.2024;Kokku
1.312;8.04.2024;1
1.396;8.04.2024;2
1.391;8.04.2024;3
1.589;8.04.2024;4
1.702;8.04.2024;5
1.539;8.04.2024;6
1.97;8.04.2024;7
2.435;8.04.2024;8
3.439;8.04.2024;9
1.994;8.04.2024;10
3.086;8.04.2024;11
2.589;8.04.2024;12
1.849;8.04.2024;13
3.952;8.04.2024;14
5.45;8.04.2024;15
4.293;8.04.2024;16
2.399;8.04.2024;17
2.582;8.04.2024;18
2.694;8.04.2024;19
3.752;8.04.2024;20
2.621;8.04.2024;21
4.929;8.04.2024;22
2.658;8.04.2024;23
1.585;8.04.2024;24
63.206;8.04.2024;Kokku
1.645;9.04.2024;1
1.39;9.04.2024;2
1.542;9.04.2024;3
1.643;9.04.2024;4
1.687;9.04.2024;5
1.872;9.04.2024;6
1.754;9.04.2024;7
3.871;9.04.2024;8
4.182;9.04.2024;9
1.747;9.04.2024;10
2.992;9.04.2024;11
3.275;9.04.2024;12
2.697;9.04.2024;13
2.498;9.04.2024;14
3.033;9.04.2024;15
4.533;9.04.2024;16
2.956;9.04.2024;17
3.952;9.04.2024;18
2.988;9.04.2024;19
3.929;9.04.2024;20
6.504;9.04.2024;21
3.292;9.04.2024;22
1.665;9.04.2024;23
1.265;9.04.2024;24
66.912;9.04.2024;Kokku
1.393;10.04.2024;1
1.354;10.04.2024;2
1.342;10.04.2024;3
1.843;10.04.2024;4
1.469;10.04.2024;5
1.527;10.04.2024;6
4.976;10.04.2024;7
5.262;10.04.2024;8
4.91;10.04.2024;9
1.49;10.04.2024;10
1.468;10.04.2024;11
2.503;10.04.2024;12
3.025;10.04.2024;13
3.309;10.04.2024;14
2.705;10.04.2024;15
3.524;10.04.2024;16
6.274;10.04.2024;17
3.549;10.04.2024;18
2.582;10.04.2024;19
2.921;10.04.2024;20
3.837;10.04.2024;21
4.129;10.04.2024;22
3.443;10.04.2024;23
3.434;10.04.2024;24
72.269;10.04.2024;Kokku
2.219;11.04.2024;1
1.687;11.04.2024;2
1.963;11.04.2024;3
2.196;11.04.2024;4
1.728;11.04.2024;5
2.129;11.04.2024;6
4.744;11.04.2024;7
5.98;11.04.2024;8
2.194;11.04.2024;9
1.67;11.04.2024;10
2.197;11.04.2024;11
1.844;11.04.2024;12
3.158;11.04.2024;13
5.071;11.04.2024;14
4.18;11.04.2024;15
3.969;11.04.2024;16
4.389;11.04.2024;17
4.117;11.04.2024;18
3.522;11.04.2024;19
2.538;11.04.2024;20
4.724;11.04.2024;21
5.126;11.04.2024;22
2.627;11.04.2024;23
1.466;11.04.2024;24
75.438;11.04.2024;Kokku
1.456;12.04.2024;1
1.633;12.04.2024;2
1.559;12.04.2024;3
2.195;12.04.2024;4
1.797;12.04.2024;5
2.72;12.04.2024;6
2.935;12.04.2024;7
3.442;12.04.2024;8
1.206;12.04.2024;9
1.012;12.04.2024;10
3.03;12.04.2024;11
2.985;12.04.2024;12
3.03;12.04.2024;13
2.589;12.04.2024;14
3.106;12.04.2024;15
5.313;12.04.2024;16
5.081;12.04.2024;17
3.695;12.04.2024;18
4.92;12.04.2024;19
2.558;12.04.2024;20
5.301;12.04.2024;21
3.783;12.04.2024;22
2.164;12.04.2024;23
1.734;12.04.2024;24
69.244;12.04.2024;Kokku
1.864;13.04.2024;1
1.588;13.04.2024;2
1.625;13.04.2024;3
2.015;13.04.2024;4
1.565;13.04.2024;5
1.273;13.04.2024;6
1.183;13.04.2024;7
1.916;13.04.2024;8
4.714;13.04.2024;9
4.205;13.04.2024;10
4.133;13.04.2024;11
4.989;13.04.2024;12
4.17;13.04.2024;13
4.142;13.04.2024;14
3.878;13.04.2024;15
3.08;13.04.2024;16
4.071;13.04.2024;17
4.012;13.04.2024;18
3.401;13.04.2024;19
2.785;13.04.2024;20
3.291;13.04.2024;21
3.56;13.04.2024;22
2.92;13.04.2024;23
1.667;13.04.2024;24
72.047;13.04.2024;Kokku
1.68;14.04.2024;1
1.619;14.04.2024;2
1.691;14.04.2024;3
1.939;14.04.2024;4
1.91;14.04.2024;5
1.56;14.04.2024;6
2.262;14.04.2024;7
3.061;14.04.2024;8
4.253;14.04.2024;9
2.297;14.04.2024;10
3.995;14.04.2024;11
3.929;14.04.2024;12
4.369;14.04.2024;13
3.002;14.04.2024;14
3.989;14.04.2024;15
4.01;14.04.2024;16
6.267;14.04.2024;17
6.611;14.04.2024;18
6.516;14.04.2024;19
5.097;14.04.2024;20
3.7;14.04.2024;21
4.687;14.04.2024;22
4.128;14.04.2024;23
3.593;14.04.2024;24
86.165;14.04.2024;Kokku
2.112;15.04.2024;1
2.245;15.04.2024;2
2.249;15.04.2024;3
3.308;15.04.2024;4
2.632;15.04.2024;5
3.778;15.04.2024;6
3;15.04.2024;7
2.544;15.04.2024;8
1.496;15.04.2024;9
1.462;15.04.2024;10
1.365;15.04.2024;11
1.176;15.04.2024;12
1.475;15.04.2024;13
4.376;15.04.2024;14
3.137;15.04.2024;15
4.51;15.04.2024;16
4.605;15.04.2024;17
2.236;15.04.2024;18
2.327;15.04.2024;19
3.555;15.04.2024;20
3.401;15.04.2024;21
4.941;15.04.2024;22
2.262;15.04.2024;23
1.34;15.04.2024;24
65.532;15.04.2024;Kokku
1.229;16.04.2024;1
1.915;16.04.2024;2
1.367;16.04.2024;3
2.86;16.04.2024;4
1.418;16.04.2024;5
1.643;16.04.2024;6
2.512;16.04.2024;7
3.045;16.04.2024;8
1.494;16.04.2024;9
1.84;16.04.2024;10
1.24;16.04.2024;11
1.775;16.04.2024;12
1.844;16.04.2024;13
3.153;16.04.2024;14
3.574;16.04.2024;15
2.528;16.04.2024;16
3.624;16.04.2024;17
4.009;16.04.2024;18
3.721;16.04.2024;19
2.633;16.04.2024;20
3.605;16.04.2024;21
5.19;16.04.2024;22
3.258;16.04.2024;23
2.866;16.04.2024;24
62.343;16.04.2024;Kokku
1.313;17.04.2024;1
1.802;17.04.2024;2
1.247;17.04.2024;3
1.97;17.04.2024;4
1.37;17.04.2024;5
1.43;17.04.2024;6
2.89;17.04.2024;7
4.692;17.04.2024;8
1.738;17.04.2024;9
1.394;17.04.2024;10
1.265;17.04.2024;11
1.468;17.04.2024;12
1.929;17.04.2024;13
5.882;17.04.2024;14
6.519;17.04.2024;15
5.341;17.04.2024;16
3.691;17.04.2024;17
3.102;17.04.2024;18
2.961;17.04.2024;19
2.883;17.04.2024;20
2.602;17.04.2024;21
3.477;17.04.2024;22
1.914;17.04.2024;23
1.529;17.04.2024;24
64.409;17.04.2024;Kokku
1.698;18.04.2024;1
1.534;18.04.2024;2
1.373;18.04.2024;3
1.753;18.04.2024;4
1.404;18.04.2024;5
2.496;18.04.2024;6
3.617;18.04.2024;7
3.872;18.04.2024;8
4.517;18.04.2024;9
2.058;18.04.2024;10
1.888;18.04.2024;11
1.623;18.04.2024;12
1.655;18.04.2024;13
3.977;18.04.2024;14
4.53;18.04.2024;15
2.505;18.04.2024;16
3.293;18.04.2024;17
4.255;18.04.2024;18
2.746;18.04.2024;19
2.188;18.04.2024;20
2.684;18.04.2024;21
4.422;18.04.2024;22
3.961;18.04.2024;23
3.343;18.04.2024;24
67.392;18.04.2024;Kokku
2.799;19.04.2024;1
1.921;19.04.2024;2
1.658;19.04.2024;3
2.051;19.04.2024;4
1.683;19.04.2024;5
1.873;19.04.2024;6
3.874;19.04.2024;7
5.017;19.04.2024;8
1.54;19.04.2024;9
1.359;19.04.2024;10
1.887;19.04.2024;11
1.793;19.04.2024;12
3.223;19.04.2024;13
3.861;19.04.2024;14
3.523;19.04.2024;15
3.597;19.04.2024;16
4.088;19.04.2024;17
5.257;19.04.2024;18
3.164;19.04.2024;19
3.075;19.04.2024;20
3.127;19.04.2024;21
2.283;19.04.2024;22
1.878;19.04.2024;23
1.827;19.04.2024;24
66.358;19.04.2024;Kokku
1.935;20.04.2024;1
1.131;20.04.2024;2
1.093;20.04.2024;3
1.754;20.04.2024;4
1.994;20.04.2024;5
1.221;20.04.2024;6
1.541;20.04.2024;7
2.162;20.04.2024;8
2.089;20.04.2024;9
5.633;20.04.2024;10
2.852;20.04.2024;11
2.39;20.04.2024;12
2.921;20.04.2024;13
4.361;20.04.2024;14
4.926;20.04.2024;15
5.689;20.04.2024;16
3.441;20.04.2024;17
4.203;20.04.2024;18
5.976;20.04.2024;19
5.234;20.04.2024;20
4.399;20.04.2024;21
3.356;20.04.2024;22
3.725;20.04.2024;23
2.989;20.04.2024;24
77.015;20.04.2024;Kokku
2.297;21.04.2024;1
2.473;21.04.2024;2
1.817;21.04.2024;3
1.938;21.04.2024;4
1.711;21.04.2024;5
1.678;21.04.2024;6
2.841;21.04.2024;7
4.374;21.04.2024;8
4.503;21.04.2024;9
5.272;21.04.2024;10
4.467;21.04.2024;11
2.566;21.04.2024;12
2.552;21.04.2024;13
5.002;21.04.2024;14
4.099;21.04.2024;15
5.461;21.04.2024;16
3.404;21.04.2024;17
3.159;21.04.2024;18
5.528;21.04.2024;19
5.949;21.04.2024;20
4.961;21.04.2024;21
4.808;21.04.2024;22
4.31;21.04.2024;23
3.105;21.04.2024;24
88.275;21.04.2024;Kokku
3.294;22.04.2024;1
3.084;22.04.2024;2
2.085;22.04.2024;3
2.179;22.04.2024;4
1.582;22.04.2024;5
2.937;22.04.2024;6
2.939;22.04.2024;7
2.146;22.04.2024;8
2.573;22.04.2024;9
1.768;22.04.2024;10
2.002;22.04.2024;11
2.305;22.04.2024;12
2.407;22.04.2024;13
3.098;22.04.2024;14
4.539;22.04.2024;15
4.72;22.04.2024;16
5.206;22.04.2024;17
5.648;22.04.2024;18
4.569;22.04.2024;19
5.408;22.04.2024;20
4.002;22.04.2024;21
3.568;22.04.2024;22
1.46;22.04.2024;23
1.535;22.04.2024;24
75.054;22.04.2024;Kokku
1.963;23.04.2024;1
1.171;23.04.2024;2
1.103;23.04.2024;3
1.477;23.04.2024;4
1.445;23.04.2024;5
1.899;23.04.2024;6
3.64;23.04.2024;7
4.74;23.04.2024;8
2.638;23.04.2024;9
1.313;23.04.2024;10
1.465;23.04.2024;11
1.214;23.04.2024;12
3.563;23.04.2024;13
5.075;23.04.2024;14
4.702;23.04.2024;15
3.192;23.04.2024;16
1.982;23.04.2024;17
3.358;23.04.2024;18
2.119;23.04.2024;19
3.957;23.04.2024;20
2.285;23.04.2024;21
2.592;23.04.2024;22
1.655;23.04.2024;23
1.508;23.04.2024;24
60.056;23.04.2024;Kokku
1.916;24.04.2024;1
1.196;24.04.2024;2
1.061;24.04.2024;3
1.221;24.04.2024;4
1.775;24.04.2024;5
2.063;24.04.2024;6
3.989;24.04.2024;7
2.965;24.04.2024;8
1.993;24.04.2024;9
1.623;24.04.2024;10
1.89;24.04.2024;11
5.739;24.04.2024;12
4.168;24.04.2024;13
6.003;24.04.2024;14
6.14;24.04.2024;15
3.483;24.04.2024;16
3.582;24.04.2024;17
3.458;24.04.2024;18
4.438;24.04.2024;19
2.762;24.04.2024;20
3.148;24.04.2024;21
4.473;24.04.2024;22
2.798;24.04.2024;23
1.862;24.04.2024;24
73.746;24.04.2024;Kokku
1.847;25.04.2024;1
1.107;25.04.2024;2
1.312;25.04.2024;3
1.8;25.04.2024;4
1.709;25.04.2024;5
1.766;25.04.2024;6
3.681;25.04.2024;7
2.132;25.04.2024;8
1.332;25.04.2024;9
1.653;25.04.2024;10
2.69;25.04.2024;11
2.571;25.04.2024;12
2.134;25.04.2024;13
2.453;25.04.2024;14
4.681;25.04.2024;15
4.225;25.04.2024;16
4.174;25.04.2024;17
6.068;25.04.2024;18
2.445;25.04.2024;19
2.187;25.04.2024;20
2.808;25.04.2024;21
2.313;25.04.2024;22
2.561;25.04.2024;23
1.642;25.04.2024;24
61.291;25.04.2024;Kokku
2.017;26.04.2024;1
1.794;26.04.2024;2
1.521;26.04.2024;3
1.939;26.04.2024;4
2.225;26.04.2024;5
1.782;26.04.2024;6
4.233;26.04.2024;7
4.5;26.04.2024;8
1.462;26.04.2024;9
1.627;26.04.2024;10
2.09;26.04.2024;11
1.833;26.04.2024;12
2.133;26.04.2024;13
2.436;26.04.2024;14
3.346;26.04.2024;15
5.013;26.04.2024;16
4.13;26.04.2024;17
2.781;26.04.2024;18
3.326;26.04.2024;19
3.673;26.04.2024;20
3.595;26.04.2024;21
4.022;26.04.2024;22
3.661;26.04.2024;23
1.896;26.04.2024;24
67.035;26.04.2024;Kokku
2.913;27.04.2024;1
1.358;27.04.2024;2
1.192;27.04.2024;3
1.699;27.04.2024;4
1.194;27.04.2024;5
1.958;27.04.2024;6
1.865;27.04.2024;7
2.388;27.04.2024;8
3.309;27.04.2024;9
4.81;27.04.2024;10
4.608;27.04.2024;11
4.742;27.04.2024;12
3.586;27.04.2024;13
1.726;27.04.2024;14
1.966;27.04.2024;15
2.804;27.04.2024;16
5.221;27.04.2024;17
3.426;27.04.2024;18
3.357;27.04.2024;19
3.793;27.04.2024;20
4.521;27.04.2024;21
3.853;27.04.2024;22
3.442;27.04.2024;23
1.913;27.04.2024;24
71.644;27.04.2024;Kokku
1.779;28.04.2024;1
2.041;28.04.2024;2
2.099;28.04.2024;3
2.188;28.04.2024;4
2.221;28.04.2024;5
1.623;28.04.2024;6
1.398;28.04.2024;7
3.326;28.04.2024;8
4.525;28.04.2024;9
5.01;28.04.2024;10
3.27;28.04.2024;11
2.482;28.04.2024;12
3.272;28.04.2024;13
3.281;28.04.2024;14
4.593;28.04.2024;15
2.376;28.04.2024;16
3.66;28.04.2024;17
3.21;28.04.2024;18
3.889;28.04.2024;19
5.032;28.04.2024;20
5.416;28.04.2024;21
5.405;28.04.2024;22
1.918;28.04.2024;23
1.418;28.04.2024;24
75.432;28.04.2024;Kokku
1.311;29.04.2024;1
1.929;29.04.2024;2
1.302;29.04.2024;3
1.785;29.04.2024;4
1.448;29.04.2024;5
2.204;29.04.2024;6
1.825;29.04.2024;7
2.849;29.04.2024;8
1.914;29.04.2024;9
1.309;29.04.2024;10
2.342;29.04.2024;11
2.184;29.04.2024;12
1.282;29.04.2024;13
3.635;29.04.2024;14
4.762;29.04.2024;15
5.245;29.04.2024;16
5.08;29.04.2024;17
2.559;29.04.2024;18
3.224;29.04.2024;19
2.87;29.04.2024;20
2.251;29.04.2024;21
1.902;29.04.2024;22
2.499;29.04.2024;23
1.059;29.04.2024;24
